101|7
100|9
99|11
98|13
96|16
103|2
102|4
101|6
100|8
99|10
98|12
96|15
103|1
102|3
101|5
100|7
99|9
98|11
96|14
102|2
101|4
100|6
99|8
98|10
96|13
102|1
101|3
100|5
99|7
98|9
96|12
101|2
100|4
99|6
98|8
96|11
101|1
100|3
99|5
98|7
96|10
100|2
99|4
98|6
96|9
